za_nr;version;doi;lfd;gewicht;datum;bik;bl;wo;s1;s2;s3;s4;s5;s6;s7;s8;s9;s10;V1;V2;V3;V4;V5;V6;V7_1;V7_2;V7_3;V7_4;V7_5;V7_6;V7_7;V7_8;V10_1;V10_2;V10_3;V10_4;V10_5;V12_1;V12_2;V12_3;V12_4;V12_5;V12_6
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;12861425;,158032;2015/05/12;20000 bis 50000;Nordrhein-Westfalen;West;w;55;Studium;nein;zwei;zwei;weiß nicht, keine Angabe;ja;3000 bis unter 3500;Festnetz;mehr;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;weiß nicht, keine Angabe;nein;stimme gar nicht zu;stimme eher zu;weiß nicht, keine Angabe;stimme eher zu;stimme eher zu;stimme eher zu;stimme eher nicht zu;stimme eher zu;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;kein berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;12944320;,229497;2015/05/12;20000 bis 50000;Nordrhein-Westfalen;West;m;63;Volks-, Hauptschule;nein;eine Person;eine Person;weiß nicht, keine Angabe;ja;1000 bis unter 1500;Festnetz;weniger;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher gut;ja;weiß nicht, keine Angabe;stimme voll und ganz zu;stimme eher zu;stimme eher zu;stimme eher nicht zu;stimme eher zu;stimme eher zu;stimme voll und ganz zu;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;13060553;,636116;2015/05/12;100000 bis 500000;Nordrhein-Westfalen;West;w;19;Abitur;nein;fuenf und mehr;vier;CDU/CSU;ja;keine Angabe;Festnetz;mehr;mehr tun;stärker als bisher unterstützen sollte,;weiß nicht, keine Angabe;eher gut;ja;stimme eher zu;stimme eher nicht zu;stimme eher zu;stimme gar nicht zu;stimme eher nicht zu;weiß nicht, keine Angabe;weiß nicht, keine Angabe;stimme eher zu;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;habe gemacht;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;13178554;,086644;2015/05/12;5000 bis 20000;Nordrhein-Westfalen;West;m;53;Studium;nein;eine Person;eine Person;FDP;ja;1000 bis unter 1500;Festnetz;mehr;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher gut;ja;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme gar nicht zu;stimme voll und ganz zu;stimme gar nicht zu;stimme voll und ganz zu;habe gemacht;habe gemacht;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;13292424;,710192;2015/05/12;20000 bis 50000;Nordrhein-Westfalen;West;w;47;Abitur;ja;drei;zwei;weiß nicht, keine Angabe;ja;2000 bis unter 2500;Festnetz;etwa so viel wie die anderen europäischen Staaten auch;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher gut;ja;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;stimme eher nicht zu;stimme gar nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme voll und ganz zu;kann ich mir nicht vorstellen zu tun;habe gemacht;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;13324284;,749377;2015/05/12;50000 bis 100000;Nordrhein-Westfalen;West;m;41;Mittlerer Bildungsabschl;nein;drei;zwei;CDU/CSU;ja;2500 bis unter 3000;Festnetz;mehr;so viel tun, wie bisher;stärker als bisher unterstützen sollte,;oder sollte die EU an ihrer bisherigen Asylpolitik festhalten?;eher gut;ja;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;stimme voll und ganz zu;stimme eher nicht zu;stimme eher nicht zu;stimme voll und ganz zu;stimme eher nicht zu;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;weiß nicht, keine Angabe;weiß nicht, keine Angabe;kein berechtigter Grund;weiß nicht, keine Angabe
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;13413283;1,479315;2015/05/12;5000 bis 20000;Nordrhein-Westfalen;West;w;22;Abitur;ja;zwei;zwei;Die Linke;ja;1500 bis unter 2000;Festnetz;mehr;mehr tun;stärker als bisher unterstützen sollte,;oder sollte die EU an ihrer bisherigen Asylpolitik festhalten?;sehr gut;ja;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher nicht zu;stimme eher nicht zu;stimme gar nicht zu;stimme voll und ganz zu;stimme eher zu;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;13413373;,196769;2015/05/12;5000 bis 20000;Nordrhein-Westfalen;West;w;71;Studium;nein;eine Person;eine Person;SPD;ja;keine Angabe;Festnetz;weniger;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;sehr gut;ja;stimme gar nicht zu;stimme eher zu;stimme eher zu;stimme gar nicht zu;stimme gar nicht zu;stimme gar nicht zu;stimme gar nicht zu;stimme voll und ganz zu;kann ich mir vorstellen zu tun;habe gemacht;kann ich mir nicht vorstellen zu tun;habe gemacht;kann ich mir vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;13482994;,512505;2015/05/12;50000 bis 100000;Nordrhein-Westfalen;West;w;41;Studium;ja;vier;zwei;würde nicht wählen;ja;3500 bis unter 4000;Festnetz;mehr;weniger tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;sehr schlecht;ja;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;stimme gar nicht zu;stimme gar nicht zu;stimme voll und ganz zu;stimme eher zu;stimme gar nicht zu;kann ich mir vorstellen zu tun;habe gemacht;kann ich mir vorstellen zu tun;habe gemacht;habe gemacht;kein berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;kein berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;13739939;,663814;2015/05/12;500000 und mehr;Hessen;West;m;45;Mittlerer Bildungsabschl;ja;eine Person;eine Person;CDU/CSU;ja;1500 bis unter 2000;Festnetz;mehr;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher gut;ja;stimme gar nicht zu;stimme eher zu;stimme voll und ganz zu;weiß nicht, keine Angabe;weiß nicht, keine Angabe;stimme eher zu;stimme eher nicht zu;stimme eher zu;habe gemacht;habe gemacht;kann ich mir vorstellen zu tun;habe gemacht;kann ich mir vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;13849738;,635682;2015/05/12;500000 und mehr;Hessen;West;w;15;Schüler;nein;vier;drei; ; ;2500 bis unter 3000;Festnetz;etwa so viel wie die anderen europäischen Staaten auch;so viel tun, wie bisher;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher schlecht;nein;stimme eher nicht zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;stimme eher zu;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;kein berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;13941125;,293745;2015/05/12;500000 und mehr;Hessen;West;w;65;Volks-, Hauptschule;ja;fuenf und mehr;eine Person;SPD;ja;keine Angabe;Festnetz;mehr;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher schlecht;weiß nicht, keine Angabe;stimme gar nicht zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme gar nicht zu;stimme gar nicht zu;stimme eher nicht zu;stimme eher zu;habe gemacht;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;weiß nicht, keine Angabe;kann ich mir vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;13970629;,275603;2015/05/12;500000 und mehr;Hessen;West;w;14;Schüler;nein;vier;drei; ; ;keine Angabe;Festnetz;mehr;mehr tun;stärker als bisher unterstützen sollte,;oder sollte die EU an ihrer bisherigen Asylpolitik festhalten?;eher schlecht;ja;stimme eher nicht zu;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;stimme eher zu;kann ich mir nicht vorstellen zu tun;habe gemacht;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;kein berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;14230819;,467955;2015/05/12;20000 bis 50000;Hessen;West;w;21;Abitur;nein;vier;vier;weiß nicht, keine Angabe;ja;keine Angabe;Festnetz;mehr;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher gut;nein;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme eher nicht zu;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;14404421;,34959;2015/05/12;100000 bis 500000;Hessen;West;w;46;Abitur;ja;fuenf und mehr;zwei;SPD;ja;3500 bis unter 4000;Festnetz;mehr;so viel tun, wie bisher;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher gut;ja;stimme gar nicht zu;stimme eher zu;stimme eher zu;stimme eher nicht zu;stimme gar nicht zu;stimme gar nicht zu;stimme gar nicht zu;stimme eher zu;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;14428614;1,227421;2015/05/12;5000 bis 20000;Hessen;West;w;14;Schüler;nein;drei;drei; ; ;2000 bis unter 2500;Festnetz;mehr;weniger tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher schlecht;nein;stimme eher nicht zu;stimme voll und ganz zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher nicht zu;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;14741371;,425754;2015/05/12;500000 und mehr;Hessen;West;w;80;Mittlerer Bildungsabschl;nein;eine Person;eine Person;AfD;ja;1500 bis unter 2000;Festnetz;mehr;weniger tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;sehr schlecht;ja;stimme voll und ganz zu;stimme gar nicht zu;stimme gar nicht zu;stimme gar nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme gar nicht zu;stimme gar nicht zu;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;kein berechtigter Grund;kein berechtigter Grund;berechtigter Grund;kein berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;14773320;,491642;2015/05/12;500000 und mehr;Hessen;West;m;67;Mittlerer Bildungsabschl;nein;eine Person;eine Person;würde nicht wählen;ja;500 bis unter 1000;Festnetz;weiß nicht, keine Angabe;weiß nicht, keine Angabe;weiß nicht, keine Angabe;weiß nicht, keine Angabe;weiß nicht, keine Angabe;weiß nicht, keine Angabe;weiß nicht, keine Angabe;weiß nicht, keine Angabe;stimme gar nicht zu;stimme eher nicht zu;weiß nicht, keine Angabe;weiß nicht, keine Angabe;stimme voll und ganz zu;weiß nicht, keine Angabe;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;kein berechtigter Grund;kein berechtigter Grund;berechtigter Grund;kein berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;14830696;,854053;2015/05/12;500000 und mehr;Hessen;West;m;47;Mittlerer Bildungsabschl;ja;vier;zwei;weiß nicht, keine Angabe;ja;3500 bis unter 4000;Festnetz;mehr;weniger tun;oder sollte Deutschland diese Länder nicht stärker unterstützen?;ihre gemeinsame Asylpolitik überarbeiten;eher schlecht;weiß nicht, keine Angabe;stimme eher zu;stimme eher nicht zu;stimme eher zu;stimme eher nicht zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme eher nicht zu;habe gemacht;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;kein berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;14843825;,388909;2015/05/12;500000 und mehr;Hessen;West;w;49;Abitur;ja;drei;drei;CDU/CSU;ja;3000 bis unter 3500;Festnetz;etwa so viel wie die anderen europäischen Staaten auch;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher gut;ja;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;weiß nicht, keine Angabe;stimme gar nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;14854004;,81761;2015/05/12;500000 und mehr;Hessen;West;m;76;Abitur;nein;zwei;zwei;weiß nicht, keine Angabe;ja;3500 bis unter 4000;Festnetz;mehr;so viel tun, wie bisher;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher gut;ja;stimme eher nicht zu;stimme eher zu;stimme voll und ganz zu;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;weiß nicht, keine Angabe;stimme eher zu;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;14919786;1,385455;2015/05/12;500000 und mehr;Hessen;West;w;74;Volks-, Hauptschule;nein;zwei;zwei;CDU/CSU;ja;keine Angabe;Festnetz;mehr;so viel tun, wie bisher;oder sollte Deutschland diese Länder nicht stärker unterstützen?;ihre gemeinsame Asylpolitik überarbeiten;eher gut;nein;stimme eher zu;stimme eher nicht zu;stimme eher zu;stimme eher nicht zu;stimme eher zu;stimme eher zu;weiß nicht, keine Angabe;stimme eher zu;kann ich mir vorstellen zu tun;habe gemacht;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;kein berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;14942798;1,592294;2015/05/12;5000 bis 20000;Hessen;West;m;20;Mittlerer Bildungsabschl;ja;fuenf und mehr;fuenf und mehr;weiß nicht, keine Angabe;ja;3500 bis unter 4000;Festnetz;mehr;so viel tun, wie bisher;oder sollte Deutschland diese Länder nicht stärker unterstützen?;ihre gemeinsame Asylpolitik überarbeiten;eher gut;ja;stimme voll und ganz zu;stimme eher nicht zu;stimme eher zu;stimme eher nicht zu;stimme eher zu;stimme eher zu;stimme eher nicht zu;stimme eher zu;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;14967280;,575526;2015/05/12;5000 bis 20000;Hessen;West;m;63;Studium;nein;vier;vier;CDU/CSU;ja;3500 bis unter 4000;Festnetz;mehr;so viel tun, wie bisher;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher schlecht;nein;stimme eher zu;stimme gar nicht zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme eher zu;habe gemacht;habe gemacht;habe gemacht;kann ich mir nicht vorstellen zu tun;habe gemacht;berechtigter Grund;kein berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;15020534;,36175;2015/05/12;500000 und mehr;Hessen;West;w;73;Mittlerer Bildungsabschl;nein;eine Person;eine Person;SPD;ja;1500 bis unter 2000;Festnetz;mehr;mehr tun;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher gut;ja;stimme gar nicht zu;stimme eher zu;stimme eher zu;stimme gar nicht zu;stimme gar nicht zu;stimme voll und ganz zu;stimme eher nicht zu;stimme eher zu;kann ich mir vorstellen zu tun;habe gemacht;kann ich mir nicht vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;15158299;,927343;2015/05/12;100000 bis 500000;Hessen;West;w;16;Schüler;nein;vier;vier; ;nein;1000 bis unter 1500;Festnetz;mehr;so viel tun, wie bisher;stärker als bisher unterstützen sollte,;ihre gemeinsame Asylpolitik überarbeiten;eher gut;ja;stimme gar nicht zu;stimme eher zu;stimme voll und ganz zu;stimme eher zu;stimme eher nicht zu;stimme gar nicht zu;stimme eher nicht zu;stimme eher zu;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;kann ich mir vorstellen zu tun;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund;berechtigter Grund
6609;1.0.0 (2016-01-11);doi:10.4232/1.12432;15173339;2,957686;2015/05/12;100000 bis 500000;Hessen;West;m;55;Mittlerer Bildungsabschl;ja;zwei;zwei;würde nicht wählen;ja;2000 bis unter 2500;Festnetz;mehr;so viel tun, wie bisher;oder sollte Deutschland diese Länder nicht stärker unterstützen?;oder sollte die EU an ihrer bisherigen Asylpolitik festhalten?;eher gut;weiß nicht, keine Angabe;stimme gar nicht zu;stimme eher nicht zu;stimme eher zu;stimme eher zu;stimme gar nicht zu;stimme gar nicht zu;stimme eher zu;stimme eher zu;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;kann ich mir nicht vorstellen zu tun;berechtigter Grund;kein berechtigter Grund;berechtigter Grund;berechtigter Grund;kein berechtigter Grund;berechtigter Grund
