za_nr;version;doi;lfd;gewicht;q1;q2;q3;q4;q5;q6;q7;q8;q9;q9_00;q9_01;q9_02;q9_03;q9_04;q9_05;q9_06;q9_07;q9_99;q10;q11;q11_00;q11_01;q11_02;q11_03;q11_04;q11_05;q11_06;q11_07;q11_08;q11_09;q11_10;q11_12;q11_13;q11_14;q11_15;q11_16;q11_17;q11_18;q11_19;q11_20;q11_98;q11_99;q12a;q12b;q13;q14a;q14b;q14c;q14d;q14e;q14f;q14g;q14h;q15a;q15b;q15c;q15d;q15e;q16a;q16b;q16c;q16d;q16e;q17;q18;q19;q20;q21;q22;q23;q24;q25a;q25b;q25c;q25d;q25e;q26;q27a;q27b;q27c;q27d;q27e;q27f;q27g;q27aa;q27ab;q27ac;q27ad;q27ae;q27af;q27ag;q27ah;q27ai;q27ak;q28;q29m01;q29m02;q29m03;q30;q31;s1;s2;s3;s4;s4a;s4b;s5;s5a;s5b;s6;s7;s8;gkbik;gkpol;land
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;466;,693242510978551;nicht so wichtiges Thema;gewinnen;gut;Ja;mehrere Personen;In einer Pflegeeinrichtung (auch Krankenhaus, Hospiz);Nein, war nicht erforderlich;Filter;02,05,;Nicht gefiltert;Nicht genannt;Genannt;Nicht genannt;Nicht genannt;Genannt;Nicht genannt;Nicht genannt;Nicht genannt;eher gut; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;Filter;... Familie/Verwandte;stimme voll und ganz zu;stimme eher nicht zu;stimme voll und ganz zu;stimme eher nicht zu;stimme voll und ganz zu;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;großes Vertrauen;etwas Vertrauen;etwas Vertrauen;etwas Vertrauen;großes Vertrauen;teils /teils;keine Bewertung möglich;eher zufrieden;teils /teils;eher zufrieden;sehr gut;eher gute Sache;Ja, ist gerecht;Ja, ist gerecht;Gesetzlich krankenversichert (auch mitversichert);nein;ja;B: Die GPV sollte nur das medizinisch Notwendige absichern;stimme voll und ganz zu;stimme eher nicht zu;stimme überhaupt nicht zu;stimme überhaupt nicht zu;stimme überhaupt nicht zu;nicht richtig;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;nein;Filter;Filter;Filter;eher unzufrieden;Arbeiterschicht;männlich;57;Mittlere Reife;ja;Facharbeiter(in), Meister(in), Polier(in);Filter;2;2;0;Geschieden;keine Angabe;Bündnis '90 / Die Grünen;5000 bis unter 20000 Einwohner;5000 bis unter 20000 Einwohner;Bayern
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;467;2,09629454083861;nicht so wichtiges Thema;sich nicht wesentlich verändern;gut;Nein;Filter;Filter;Filter;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;ja, unter gewissen Umständen;... Familie/Verwandte;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher nicht zu;stimme überhaupt nicht zu;stimme überhaupt nicht zu;stimme eher zu;großes Vertrauen;etwas Vertrauen;etwas Vertrauen;etwas Vertrauen;etwas Vertrauen;Filter;Filter;Filter;Filter;Filter;gut;eher gute Sache;Ja, ist gerecht;Ja, ist gerecht;Privat krankenversichert;nein;nein;A: Die GPV sollte möglichst umfassend absichern;stimme voll und ganz zu;stimme eher zu;stimme überhaupt nicht zu;stimme eher zu;stimme voll und ganz zu;richtig;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme voll und ganz zu;stimme eher zu;stimme eher zu;stimme voll und ganz zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme überhaupt nicht zu;stimme eher zu;stimme eher nicht zu;nein;Filter;Filter;Filter;eher zufrieden;Mittelschicht;männlich;21;Mittlere Reife;ja;höhere(r) Angestellte(r)/ Beamte(r);Filter;3;3;0;Ledig und in einer Partnerschaft lebend;4.000 Euro und mehr;Republikaner / NPD / DVU / Rechte;100000 bis unter 500000 Einwohner / Strukturtyp 1;50000 bis unter 100000 Einwohner;Sachsen
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;468;,576088626538286;unwichtiges Thema;sich nicht wesentlich verändern;gut;Nein;Filter;Filter;Filter;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;ja, unter gewissen Umständen;... Familie/Verwandte;stimme voll und ganz zu;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme eher zu;stimme überhaupt nicht zu;stimme überhaupt nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;großes Vertrauen;großes Vertrauen;etwas Vertrauen;etwas Vertrauen;etwas Vertrauen;Filter;Filter;Filter;Filter;Filter;gut;eher schlechte Sache;Ja, ist gerecht;Ja, ist gerecht;Gesetzlich krankenversichert (auch mitversichert);nein;nein;A: Die GPV sollte möglichst umfassend absichern;stimme voll und ganz zu;stimme eher zu;stimme überhaupt nicht zu;stimme überhaupt nicht zu;stimme eher nicht zu;richtig;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher nicht zu;stimme eher zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher nicht zu;ja;Filter;Filter;Filter;eher zufrieden;untere Mittelschicht;männlich;68;Mittlere Reife;ja;Selbstständige(r);Filter;1;1;0;Geschieden;keine Angabe;SPD;500000 und mehr Einwohner / Strukturtyp 2/3;20000 bis unter 50000 Einwohner;Hessen
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;469;,411331777147129;sehr wichtiges Thema;sich nicht wesentlich verändern;weniger gut;Ja;eine Person;In deren eigenem Haushalt;Ja, Pflegestufe beantragt;Pflegestufe 3;02,06,;Nicht gefiltert;Nicht genannt;Genannt;Nicht genannt;Nicht genannt;Nicht genannt;Genannt;Nicht genannt;Nicht genannt;eher gut; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;Filter;... ein Pflegeheim;stimme eher nicht zu;stimme eher zu;stimme eher nicht zu;stimme eher zu;stimme überhaupt nicht zu;stimme eher zu;stimme eher zu;stimme eher zu;weiß nicht;großes Vertrauen;weiß nicht;etwas Vertrauen;großes Vertrauen;keine Bewertung möglich;eher zufrieden;keine Bewertung möglich;keine Bewertung möglich;eher zufrieden;gut;eher gute Sache;Nein, ist nicht gerecht;Nein, ist nicht gerecht;Gesetzlich krankenversichert (auch mitversichert);ja;Filter;A: Die GPV sollte möglichst umfassend absichern;stimme überhaupt nicht zu;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme überhaupt nicht zu;stimme überhaupt nicht zu;richtig;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme eher nicht zu;ja;Filter;Filter;Filter;eher unzufrieden;Mittelschicht;männlich;49;Abitur;ja;einfache(r) oder mittlere(r) Angestellte(r)/ Beamte(r);Filter;1;1;0;Ledig und allein lebend;von 2.000 bis unter 2.500 Euro;Die Linke;500000 und mehr Einwohner / Strukturtyp 1;500000 und mehr Einwohner;Nordrhein-Westfalen
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;470;,34499540265074;wichtiges Thema;gewinnen;schlecht;Ja;eine Person;In deren eigenem Haushalt;Ja, Pflegestufe beantragt;Pflegestufe 1;04,;Nicht gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;eher gut; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;Filter;... eine eigene Pflegekraft;stimme überhaupt nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher nicht zu;stimme eher zu;stimme überhaupt nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;weiß nicht;etwas Vertrauen;etwas Vertrauen;etwas Vertrauen;kein Vertrauen;keine Bewertung möglich;teils /teils;eher zufrieden;eher unzufrieden;eher unzufrieden;nicht so gut;eher gute Sache;Ja, ist gerecht;Nein, ist nicht gerecht;Gesetzlich krankenversichert (auch mitversichert);nein;ja;A: Die GPV sollte möglichst umfassend absichern;stimme eher nicht zu;stimme eher zu;stimme überhaupt nicht zu;stimme überhaupt nicht zu;stimme voll und ganz zu;richtig;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;weiß nicht;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;nein;Filter;Filter;Filter;eher unzufrieden;Arbeiterschicht;weiblich;57;Abitur;ja;angelernte(r) Arbeiter(in);Filter;1;1;0;Ledig und allein lebend;von 1.000 bis unter 1.250 Euro;keine Angabe;500000 und mehr Einwohner / Strukturtyp 1;500000 und mehr Einwohner;Berlin
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;471;1,57690606502962;wichtiges Thema;gewinnen;weniger gut;Nein;Filter;Filter;Filter;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;nein;... einen (ambulanten) Pflegedienst;stimme eher nicht zu;stimme eher zu;weiß nicht;stimme eher nicht zu;stimme eher nicht zu;weiß nicht;stimme voll und ganz zu;stimme überhaupt nicht zu;etwas Vertrauen;etwas Vertrauen;etwas Vertrauen;kein Vertrauen;etwas Vertrauen;Filter;Filter;Filter;Filter;Filter;gar nicht;eher gute Sache;Ja, ist gerecht;weiß nicht;Gesetzlich krankenversichert (auch mitversichert);nein;ja;B: Die GPV sollte nur das medizinisch Notwendige absichern;stimme eher nicht zu;stimme eher nicht zu;stimme voll und ganz zu;weiß nicht;stimme voll und ganz zu;richtig;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;weiß nicht;stimme eher zu;stimme voll und ganz zu;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher nicht zu;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;weiß nicht/kein Urteil;Filter;Filter;Filter;weiß nicht / kein Urteil;untere Mittelschicht;weiblich;26;Mittlere Reife;ja;Selbstständige(r);Filter;2;2;0;Ledig und in einer Partnerschaft lebend;keine Angabe;keine Partei / weiß nicht;100000 bis unter 500000 Einwohner / Strukturtyp 1;100000 bis unter 500000 Einwohner;Nordrhein-Westfalen
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;472;1,62154379477355;nicht so wichtiges Thema;gewinnen;schlecht;Nein;Filter;Filter;Filter;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;ja, unter gewissen Umständen;... einen (ambulanten) Pflegedienst;stimme eher zu;stimme voll und ganz zu;stimme eher nicht zu;stimme überhaupt nicht zu;stimme überhaupt nicht zu;stimme überhaupt nicht zu;stimme überhaupt nicht zu;stimme voll und ganz zu;etwas Vertrauen;kein Vertrauen;etwas Vertrauen;etwas Vertrauen;kein Vertrauen;Filter;Filter;Filter;Filter;Filter;gar nicht;eher schlechte Sache;Ja, ist gerecht;Nein, ist nicht gerecht;Gesetzlich krankenversichert (auch mitversichert);nein;nein;weder noch / weiß nicht;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme überhaupt nicht zu;stimme überhaupt nicht zu;stimme eher zu;richtig;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;nein;Filter;Filter;Filter;eher unzufrieden;Arbeiterschicht;männlich;44;Mittlere Reife;nein (auch arbeitslos, Azubi);Filter;arbeitslos;2;2;0;Geschieden;von 2.500 bis unter 3.000 Euro;keine Partei / weiß nicht;100000 bis unter 500000 Einwohner / Strukturtyp 2/3;50000 bis unter 100000 Einwohner;Niedersachsen
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;473;,602393276824937;sehr wichtiges Thema;gewinnen;weiß nicht;Ja;mehrere Personen;In einer Pflegeeinrichtung (auch Krankenhaus, Hospiz);Ja, Pflegestufe beantragt;Pflegestufe 2;06,02,;Nicht gefiltert;Nicht genannt;Genannt;Nicht genannt;Nicht genannt;Nicht genannt;Genannt;Nicht genannt;Nicht genannt;eher schlecht;03,;Nicht gefiltert;Nicht genannt;Nicht genannt;Genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;Filter;... einen (ambulanten) Pflegedienst;stimme überhaupt nicht zu;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher nicht zu;stimme überhaupt nicht zu;stimme voll und ganz zu;etwas Vertrauen;etwas Vertrauen;etwas Vertrauen;kein Vertrauen;kein Vertrauen;teils /teils;teils /teils;weiß nicht;eher unzufrieden;weiß nicht;gar nicht;eher gute Sache;Ja, ist gerecht;Nein, ist nicht gerecht;Gesetzlich krankenversichert (auch mitversichert);nein;nein;A: Die GPV sollte möglichst umfassend absichern;stimme voll und ganz zu;stimme eher zu;stimme überhaupt nicht zu;stimme überhaupt nicht zu;stimme voll und ganz zu;richtig;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;ja;Filter;Filter;Filter;eher zufrieden;Mittelschicht;weiblich;36;Abitur;nein (auch arbeitslos, Azubi);Filter;arbeitslos;4;2;2;Verheiratet;von 2.500 bis unter 3.000 Euro;CDU/CSU;100000 bis unter 500000 Einwohner / Strukturtyp 1;100000 bis unter 500000 Einwohner;Nordrhein-Westfalen
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;474;,579277539591454;wichtiges Thema;gewinnen;weniger gut;Ja;eine Person;In Ihrem Haushalt;Ja, Pflegestufe beantragt;Es wurde keine Pflegestufe bewilligt (auch Pflegestufe 0);02,;Nicht gefiltert;Nicht genannt;Genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;sehr gut; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;Filter;... einen (ambulanten) Pflegedienst;stimme eher nicht zu;stimme voll und ganz zu;stimme eher zu;stimme überhaupt nicht zu;stimme eher nicht zu;stimme eher zu;stimme voll und ganz zu;stimme eher nicht zu;weiß nicht;großes Vertrauen;weiß nicht;weiß nicht;etwas Vertrauen;keine Bewertung möglich;teils /teils;keine Bewertung möglich;keine Bewertung möglich;eher unzufrieden;nicht so gut;eher gute Sache;Ja, ist gerecht;Nein, ist nicht gerecht;Gesetzlich krankenversichert (auch mitversichert);nein;nein;A: Die GPV sollte möglichst umfassend absichern;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme überhaupt nicht zu;stimme überhaupt nicht zu;stimme eher nicht zu;richtig;stimme eher zu;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;stimme eher zu;stimme eher zu;stimme eher nicht zu;stimme eher zu;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;ja;Filter;Filter;Filter;eher zufrieden;Mittelschicht;weiblich;25;Abitur;ja;einfache(r) oder mittlere(r) Angestellte(r)/ Beamte(r);Filter;1;1;0;Ledig und allein lebend;von 750 bis unter 1.000 Euro;keine Angabe;100000 bis unter 500000 Einwohner / Strukturtyp 1;100000 bis unter 500000 Einwohner;Nordrhein-Westfalen
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;475;2,32432600653594;sehr wichtiges Thema;sich nicht wesentlich verändern;schlecht;Nein;Filter;Filter;Filter;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;nein;kann ich nicht beurteilen/ weiß (noch) nicht;stimme voll und ganz zu;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme überhaupt nicht zu;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme eher nicht zu;stimme voll und ganz zu;etwas Vertrauen;großes Vertrauen;etwas Vertrauen;weiß nicht;etwas Vertrauen;Filter;Filter;Filter;Filter;Filter;gar nicht;eher gute Sache;Ja, ist gerecht;Nein, ist nicht gerecht;Gesetzlich krankenversichert (auch mitversichert);nein;nein;weder noch / weiß nicht;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme voll und ganz zu;richtig;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;nein;Filter;Filter;Filter;eher unzufrieden;untere Mittelschicht;weiblich;84;Hauptschule ohne Lehre;nein (auch arbeitslos, Azubi);Filter;im Ruhestand;1;1;0;Verwitwet;von 750 bis unter 1.000 Euro;CDU/CSU;500000 und mehr Einwohner / Strukturtyp 1;500000 und mehr Einwohner;Hamburg
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;476;,940998134610485;sehr wichtiges Thema;gewinnen;sehr gut;Nein;Filter;Filter;Filter;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Filter;ja, auf alle Fälle;kann ich nicht beurteilen/ weiß (noch) nicht;stimme überhaupt nicht zu;stimme voll und ganz zu;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;etwas Vertrauen;etwas Vertrauen;etwas Vertrauen;großes Vertrauen;großes Vertrauen;Filter;Filter;Filter;Filter;Filter;sehr gut;eher gute Sache;Ja, ist gerecht;Nein, ist nicht gerecht;Gesetzlich krankenversichert (auch mitversichert);ja;Filter;A: Die GPV sollte möglichst umfassend absichern;stimme voll und ganz zu;stimme überhaupt nicht zu;stimme eher nicht zu;stimme überhaupt nicht zu;stimme voll und ganz zu;richtig;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;ja;Filter;Filter;Filter;eher unzufrieden;Mittelschicht;weiblich;45;Mittlere Reife;ja;Facharbeiter(in), Meister(in), Polier(in);Filter;2;2;0;Verheiratet;von 3.000 bis unter 3.500 Euro;keine Partei / weiß nicht;500000 und mehr Einwohner / Strukturtyp 2/3;20000 bis unter 50000 Einwohner;Nordrhein-Westfalen
6603;1.0.0 (2016-01-11);doi:10.4232/1.12426;477;,344228431711917;sehr wichtiges Thema;gewinnen;weniger gut;Ja;mehrere Personen;In deren eigenem Haushalt;Ja, Pflegestufe beantragt;Pflegestufe 3;06,01,;Nicht gefiltert;Genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Genannt;Nicht genannt;Nicht genannt;eher gut; ;Gefiltert;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;Nicht genannt;ja, unter gewissen Umständen;Filter;kann ich nicht beurteilen/ weiß (noch) nicht;stimme eher nicht zu;stimme voll und ganz zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;weiß nicht;stimme voll und ganz zu;stimme eher zu;großes Vertrauen;großes Vertrauen;weiß nicht;etwas Vertrauen;weiß nicht;keine Bewertung möglich;eher zufrieden;eher zufrieden;keine Bewertung möglich;eher zufrieden;gar nicht;eher gute Sache;keine Angabe;Ja, ist gerecht;keine Angabe;ja;Filter;weder noch / weiß nicht;stimme voll und ganz zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher zu;stimme voll und ganz zu;richtig;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme eher zu;stimme eher zu;stimme eher zu;weiß nicht/kein Urteil;keine Angabe;Filter;Filter;eher unzufrieden;Mittelschicht;weiblich;73;Studium;nein (auch arbeitslos, Azubi);Filter;im Ruhestand;1;1;0;Geschieden;von 3.000 bis unter 3.500 Euro;keine Partei / weiß nicht;500000 und mehr Einwohner / Strukturtyp 2/3;5000 bis unter 20000 Einwohner;Baden-Württemberg
